"","GEOID","age","estimate"
"798","484530005003","62 to 64 years",66
"799","484530005003","65 and 66 years",0
"800","484530005003","67 to 69 years",0
"801","484530005003","70 to 74 years",9
"802","484530005003","75 to 79 years",0
"803","484530005003","80 to 84 years",0
"804","484530005003","85 years and over",0
"805","484530005003","Under 5 years",21
"806","484530005004","10 to 14 years",40
"807","484530005004","15 to 17 years",36
"808","484530005004","18 and 19 years",89
"809","484530005004","20 years",26
"810","484530005004","21 years",86
"811","484530005004","22 to 24 years",149
"812","484530005004","25 to 29 years",322
"813","484530005004","30 to 34 years",196
"814","484530005004","35 to 39 years",50
"815","484530005004","40 to 44 years",19
"816","484530005004","45 to 49 years",80
"817","484530005004","5 to 9 years",44
"818","484530005004","50 to 54 years",41
"819","484530005004","55 to 59 years",94
"820","484530005004","60 and 61 years",56
"821","484530005004","62 to 64 years",21
"822","484530005004","65 and 66 years",13
"823","484530005004","67 to 69 years",11
"824","484530005004","70 to 74 years",22
"825","484530005004","75 to 79 years",12
"826","484530005004","80 to 84 years",10
"827","484530005004","85 years and over",0
"828","484530005004","Under 5 years",38
"829","484530006011","10 to 14 years",8
"830","484530006011","15 to 17 years",8
"831","484530006011","18 and 19 years",467
"832","484530006011","20 years",262
"833","484530006011","21 years",249
"834","484530006011","22 to 24 years",86
"835","484530006011","25 to 29 years",91
"836","484530006011","30 to 34 years",16
"837","484530006011","35 to 39 years",9
"838","484530006011","40 to 44 years",24
"839","484530006011","45 to 49 years",28
"840","484530006011","5 to 9 years",6
"841","484530006011","50 to 54 years",12
"842","484530006011","55 to 59 years",12
"843","484530006011","60 and 61 years",0
"844","484530006011","62 to 64 years",0
"845","484530006011","65 and 66 years",0
"846","484530006011","67 to 69 years",0
"847","484530006011","70 to 74 years",0
"848","484530006011","75 to 79 years",0
"849","484530006011","80 to 84 years",0
"850","484530006011","85 years and over",0
"851","484530006011","Under 5 years",4
"852","484530006012","10 to 14 years",0
"853","484530006012","15 to 17 years",113
"854","484530006012","18 and 19 years",5233
"855","484530006012","20 years",1406
"856","484530006012","21 years",1103
"857","484530006012","22 to 24 years",813
"858","484530006012","25 to 29 years",143
"859","484530006012","30 to 34 years",6
"860","484530006012","35 to 39 years",46
"861","484530006012","40 to 44 years",0
"862","484530006012","45 to 49 years",6
"863","484530006012","5 to 9 years",0
"864","484530006012","50 to 54 years",9
"865","484530006012","55 to 59 years",0
"866","484530006012","60 and 61 years",0
"867","484530006012","62 to 64 years",9
"868","484530006012","65 and 66 years",0
"869","484530006012","67 to 69 years",0
"870","484530006012","70 to 74 years",0
"871","484530006012","75 to 79 years",0
"872","484530006012","80 to 84 years",0
"873","484530006012","85 years and over",0
"874","484530006012","Under 5 years",0
"875","484530006031","10 to 14 years",0
"876","484530006031","15 to 17 years",0
"877","484530006031","18 and 19 years",182
"878","484530006031","20 years",201
"879","484530006031","21 years",262
"880","484530006031","22 to 24 years",119
"881","484530006031","25 to 29 years",123
"882","484530006031","30 to 34 years",87
"883","484530006031","35 to 39 years",22
"884","484530006031","40 to 44 years",0
"885","484530006031","45 to 49 years",0
"886","484530006031","5 to 9 years",16
"887","484530006031","50 to 54 years",0
"888","484530006031","55 to 59 years",24
"889","484530006031","60 and 61 years",0
"890","484530006031","62 to 64 years",0
"891","484530006031","65 and 66 years",0
"892","484530006031","67 to 69 years",0
"893","484530006031","70 to 74 years",25
"894","484530006031","75 to 79 years",0
"895","484530006031","80 to 84 years",0
"896","484530006031","85 years and over",0
"897","484530006031","Under 5 years",0
"898","484530006032","10 to 14 years",0
"899","484530006032","15 to 17 years",0
"900","484530006032","18 and 19 years",529
"901","484530006032","20 years",378
"902","484530006032","21 years",956
"903","484530006032","22 to 24 years",334
"904","484530006032","25 to 29 years",79
"905","484530006032","30 to 34 years",0
"906","484530006032","35 to 39 years",0
"907","484530006032","40 to 44 years",0
"908","484530006032","45 to 49 years",0
"909","484530006032","5 to 9 years",0
"910","484530006032","50 to 54 years",0
"911","484530006032","55 to 59 years",0
"912","484530006032","60 and 61 years",0
"913","484530006032","62 to 64 years",0
"914","484530006032","65 and 66 years",0
"915","484530006032","67 to 69 years",0
"916","484530006032","70 to 74 years",0
"917","484530006032","75 to 79 years",0
"918","484530006032","80 to 84 years",0
"919","484530006032","85 years and over",0
"920","484530006032","Under 5 years",0
"921","484530006033","10 to 14 years",0
"922","484530006033","15 to 17 years",0
"923","484530006033","18 and 19 years",651
"924","484530006033","20 years",736
"925","484530006033","21 years",334
"926","484530006033","22 to 24 years",217
"927","484530006033","25 to 29 years",93
"928","484530006033","30 to 34 years",0
"929","484530006033","35 to 39 years",0
"930","484530006033","40 to 44 years",0
"931","484530006033","45 to 49 years",9
"932","484530006033","5 to 9 years",0
"933","484530006033","50 to 54 years",0
"934","484530006033","55 to 59 years",0
"935","484530006033","60 and 61 years",0
"936","484530006033","62 to 64 years",0
"937","484530006033","65 and 66 years",0
"938","484530006033","67 to 69 years",0
"939","484530006033","70 to 74 years",0
"940","484530006033","75 to 79 years",0
"941","484530006033","80 to 84 years",0
"942","484530006033","85 years and over",0
"943","484530006033","Under 5 years",0
"944","484530006034","10 to 14 years",0
"945","484530006034","15 to 17 years",0
"946","484530006034","18 and 19 years",96
"947","484530006034","20 years",232
"948","484530006034","21 years",306
"949","484530006034","22 to 24 years",193
"950","484530006034","25 to 29 years",16
"951","484530006034","30 to 34 years",0
"952","484530006034","35 to 39 years",0
"953","484530006034","40 to 44 years",1
"954","484530006034","45 to 49 years",2
"955","484530006034","5 to 9 years",0
"956","484530006034","50 to 54 years",0
"957","484530006034","55 to 59 years",2
"958","484530006034","60 and 61 years",2
"959","484530006034","62 to 64 years",0
"960","484530006034","65 and 66 years",0
"961","484530006034","67 to 69 years",0
"962","484530006034","70 to 74 years",2
"963","484530006034","75 to 79 years",0
"964","484530006034","80 to 84 years",2
"965","484530006034","85 years and over",2
"966","484530006034","Under 5 years",0
"967","484530006035","10 to 14 years",0
"968","484530006035","15 to 17 years",0
"969","484530006035","18 and 19 years",749
"970","484530006035","20 years",358
"971","484530006035","21 years",333
"972","484530006035","22 to 24 years",225
"973","484530006035","25 to 29 years",103
"974","484530006035","30 to 34 years",47
"975","484530006035","35 to 39 years",0
"976","484530006035","40 to 44 years",0
"977","484530006035","45 to 49 years",0
"978","484530006035","5 to 9 years",0
"979","484530006035","50 to 54 years",0
"980","484530006035","55 to 59 years",0
"981","484530006035","60 and 61 years",7
"982","484530006035","62 to 64 years",0
"983","484530006035","65 and 66 years",0
"984","484530006035","67 to 69 years",0
"985","484530006035","70 to 74 years",0
"986","484530006035","75 to 79 years",0
"987","484530006035","80 to 84 years",0
"988","484530006035","85 years and over",0
"989","484530006035","Under 5 years",0
"990","484530006041","10 to 14 years",0
"991","484530006041","15 to 17 years",0
"992","484530006041","18 and 19 years",125
"993","484530006041","20 years",429
"994","484530006041","21 years",148
"995","484530006041","22 to 24 years",399
"996","484530006041","25 to 29 years",77
"997","484530006041","30 to 34 years",141
"998","484530006041","35 to 39 years",48
"999","484530006041","40 to 44 years",15
"1000","484530006041","45 to 49 years",29
"1001","484530006041","5 to 9 years",0
"1002","484530006041","50 to 54 years",0
"1003","484530006041","55 to 59 years",0
"1004","484530006041","60 and 61 years",0
"1005","484530006041","62 to 64 years",16
"1006","484530006041","65 and 66 years",0
"1007","484530006041","67 to 69 years",0
"1008","484530006041","70 to 74 years",0
"1009","484530006041","75 to 79 years",0
"1010","484530006041","80 to 84 years",0
"1011","484530006041","85 years and over",0
"1012","484530006041","Under 5 years",31
"1013","484530006042","10 to 14 years",2
"1014","484530006042","15 to 17 years",16
"1015","484530006042","18 and 19 years",1029
"1016","484530006042","20 years",805
"1017","484530006042","21 years",489
"1018","484530006042","22 to 24 years",377
"1019","484530006042","25 to 29 years",210
"1020","484530006042","30 to 34 years",10
"1021","484530006042","35 to 39 years",0
"1022","484530006042","40 to 44 years",0
"1023","484530006042","45 to 49 years",61
"1024","484530006042","5 to 9 years",0
"1025","484530006042","50 to 54 years",0
"1026","484530006042","55 to 59 years",8
"1027","484530006042","60 and 61 years",0
"1028","484530006042","62 to 64 years",0
"1029","484530006042","65 and 66 years",0
"1030","484530006042","67 to 69 years",0
"1031","484530006042","70 to 74 years",0
"1032","484530006042","75 to 79 years",10
"1033","484530006042","80 to 84 years",0
"1034","484530006042","85 years and over",0
"1035","484530006042","Under 5 years",2
"1036","484530006043","10 to 14 years",0
"1037","484530006043","15 to 17 years",9
"1038","484530006043","18 and 19 years",1067
"1039","484530006043","20 years",622
"1040","484530006043","21 years",675
"1041","484530006043","22 to 24 years",367
"1042","484530006043","25 to 29 years",181
"1043","484530006043","30 to 34 years",0
"1044","484530006043","35 to 39 years",0
"1045","484530006043","40 to 44 years",0
"1046","484530006043","45 to 49 years",0
"1047","484530006043","5 to 9 years",0
"1048","484530006043","50 to 54 years",0
"1049","484530006043","55 to 59 years",16
"1050","484530006043","60 and 61 years",0
"1051","484530006043","62 to 64 years",16
"1052","484530006043","65 and 66 years",0
"1053","484530006043","67 to 69 years",0
"1054","484530006043","70 to 74 years",0
"1055","484530006043","75 to 79 years",0
"1056","484530006043","80 to 84 years",0
"1057","484530006043","85 years and over",0
"1058","484530006043","Under 5 years",0
"1059","484530007001","10 to 14 years",17
"1060","484530007001","15 to 17 years",5
"1061","484530007001","18 and 19 years",37
"1062","484530007001","20 years",97
"1063","484530007001","21 years",52
"1064","484530007001","22 to 24 years",135
"1065","484530007001","25 to 29 years",235
"1066","484530007001","30 to 34 years",153
"1067","484530007001","35 to 39 years",101
"1068","484530007001","40 to 44 years",44
"1069","484530007001","45 to 49 years",47
"1070","484530007001","5 to 9 years",10
"1071","484530007001","50 to 54 years",52
"1072","484530007001","55 to 59 years",58
"1073","484530007001","60 and 61 years",30
"1074","484530007001","62 to 64 years",28
"1075","484530007001","65 and 66 years",29
"1076","484530007001","67 to 69 years",37
"1077","484530007001","70 to 74 years",47
"1078","484530007001","75 to 79 years",28
"1079","484530007001","80 to 84 years",8
"1080","484530007001","85 years and over",36
"1081","484530007001","Under 5 years",31
"1082","484530008011","10 to 14 years",95
"1083","484530008011","15 to 17 years",23
"1084","484530008011","18 and 19 years",48
"1085","484530008011","20 years",1
"1086","484530008011","21 years",15
"1087","484530008011","22 to 24 years",40
"1088","484530008011","25 to 29 years",168
"1089","484530008011","30 to 34 years",186
"1090","484530008011","35 to 39 years",120
"1091","484530008011","40 to 44 years",129
"1092","484530008011","45 to 49 years",127
"1093","484530008011","5 to 9 years",78
"1094","484530008011","50 to 54 years",44
"1095","484530008011","55 to 59 years",124
"1096","484530008011","60 and 61 years",35
"1097","484530008011","62 to 64 years",81
"1098","484530008011","65 and 66 years",92
"1099","484530008011","67 to 69 years",30
"1100","484530008011","70 to 74 years",149
"1101","484530008011","75 to 79 years",52
"1102","484530008011","80 to 84 years",70
"1103","484530008011","85 years and over",66
"1104","484530008011","Under 5 years",83
"1105","484530008021","10 to 14 years",27
"1106","484530008021","15 to 17 years",0
"1107","484530008021","18 and 19 years",0
"1108","484530008021","20 years",0
"1109","484530008021","21 years",29
"1110","484530008021","22 to 24 years",15
"1111","484530008021","25 to 29 years",298
"1112","484530008021","30 to 34 years",210
