"","GEOID","age","estimate"
"7469","484530018341","65 and 66 years",0
"7470","484530018341","67 to 69 years",0
"7471","484530018341","70 to 74 years",0
"7472","484530018341","75 to 79 years",29
"7473","484530018341","80 to 84 years",18
"7474","484530018341","85 years and over",10
"7475","484530018341","Under 5 years",229
"7476","484530018342","10 to 14 years",384
"7477","484530018342","15 to 17 years",174
"7478","484530018342","18 and 19 years",173
"7479","484530018342","20 years",66
"7480","484530018342","21 years",54
"7481","484530018342","22 to 24 years",367
"7482","484530018342","25 to 29 years",1036
"7483","484530018342","30 to 34 years",898
"7484","484530018342","35 to 39 years",896
"7485","484530018342","40 to 44 years",1008
"7486","484530018342","45 to 49 years",490
"7487","484530018342","5 to 9 years",489
"7488","484530018342","50 to 54 years",366
"7489","484530018342","55 to 59 years",192
"7490","484530018342","60 and 61 years",201
"7491","484530018342","62 to 64 years",251
"7492","484530018342","65 and 66 years",101
"7493","484530018342","67 to 69 years",108
"7494","484530018342","70 to 74 years",172
"7495","484530018342","75 to 79 years",112
"7496","484530018342","80 to 84 years",0
"7497","484530018342","85 years and over",101
"7498","484530018342","Under 5 years",811
"7499","484530018351","10 to 14 years",77
"7500","484530018351","15 to 17 years",107
"7501","484530018351","18 and 19 years",80
"7502","484530018351","20 years",15
"7503","484530018351","21 years",62
"7504","484530018351","22 to 24 years",129
"7505","484530018351","25 to 29 years",403
"7506","484530018351","30 to 34 years",306
"7507","484530018351","35 to 39 years",206
"7508","484530018351","40 to 44 years",78
"7509","484530018351","45 to 49 years",207
"7510","484530018351","5 to 9 years",152
"7511","484530018351","50 to 54 years",113
"7512","484530018351","55 to 59 years",165
"7513","484530018351","60 and 61 years",47
"7514","484530018351","62 to 64 years",29
"7515","484530018351","65 and 66 years",0
"7516","484530018351","67 to 69 years",92
"7517","484530018351","70 to 74 years",60
"7518","484530018351","75 to 79 years",0
"7519","484530018351","80 to 84 years",1
"7520","484530018351","85 years and over",0
"7521","484530018351","Under 5 years",96
"7522","484530018352","10 to 14 years",44
"7523","484530018352","15 to 17 years",10
"7524","484530018352","18 and 19 years",45
"7525","484530018352","20 years",6
"7526","484530018352","21 years",0
"7527","484530018352","22 to 24 years",11
"7528","484530018352","25 to 29 years",95
"7529","484530018352","30 to 34 years",96
"7530","484530018352","35 to 39 years",170
"7531","484530018352","40 to 44 years",161
"7532","484530018352","45 to 49 years",18
"7533","484530018352","5 to 9 years",75
"7534","484530018352","50 to 54 years",40
"7535","484530018352","55 to 59 years",140
"7536","484530018352","60 and 61 years",8
"7537","484530018352","62 to 64 years",82
"7538","484530018352","65 and 66 years",18
"7539","484530018352","67 to 69 years",54
"7540","484530018352","70 to 74 years",33
"7541","484530018352","75 to 79 years",0
"7542","484530018352","80 to 84 years",17
"7543","484530018352","85 years and over",0
"7544","484530018352","Under 5 years",64
"7545","484530018353","10 to 14 years",231
"7546","484530018353","15 to 17 years",176
"7547","484530018353","18 and 19 years",35
"7548","484530018353","20 years",68
"7549","484530018353","21 years",0
"7550","484530018353","22 to 24 years",160
"7551","484530018353","25 to 29 years",281
"7552","484530018353","30 to 34 years",399
"7553","484530018353","35 to 39 years",296
"7554","484530018353","40 to 44 years",265
"7555","484530018353","45 to 49 years",212
"7556","484530018353","5 to 9 years",240
"7557","484530018353","50 to 54 years",137
"7558","484530018353","55 to 59 years",92
"7559","484530018353","60 and 61 years",60
"7560","484530018353","62 to 64 years",62
"7561","484530018353","65 and 66 years",20
"7562","484530018353","67 to 69 years",10
"7563","484530018353","70 to 74 years",56
"7564","484530018353","75 to 79 years",38
"7565","484530018353","80 to 84 years",18
"7566","484530018353","85 years and over",0
"7567","484530018353","Under 5 years",261
"7568","484530018391","10 to 14 years",300
"7569","484530018391","15 to 17 years",99
"7570","484530018391","18 and 19 years",59
"7571","484530018391","20 years",62
"7572","484530018391","21 years",28
"7573","484530018391","22 to 24 years",202
"7574","484530018391","25 to 29 years",625
"7575","484530018391","30 to 34 years",502
"7576","484530018391","35 to 39 years",402
"7577","484530018391","40 to 44 years",408
"7578","484530018391","45 to 49 years",423
"7579","484530018391","5 to 9 years",54
"7580","484530018391","50 to 54 years",407
"7581","484530018391","55 to 59 years",267
"7582","484530018391","60 and 61 years",0
"7583","484530018391","62 to 64 years",71
"7584","484530018391","65 and 66 years",17
"7585","484530018391","67 to 69 years",187
"7586","484530018391","70 to 74 years",54
"7587","484530018391","75 to 79 years",18
"7588","484530018391","80 to 84 years",0
"7589","484530018391","85 years and over",0
"7590","484530018391","Under 5 years",333
"7591","484530018392","10 to 14 years",240
"7592","484530018392","15 to 17 years",186
"7593","484530018392","18 and 19 years",102
"7594","484530018392","20 years",23
"7595","484530018392","21 years",93
"7596","484530018392","22 to 24 years",374
"7597","484530018392","25 to 29 years",423
"7598","484530018392","30 to 34 years",536
"7599","484530018392","35 to 39 years",276
"7600","484530018392","40 to 44 years",516
"7601","484530018392","45 to 49 years",208
"7602","484530018392","5 to 9 years",107
"7603","484530018392","50 to 54 years",314
"7604","484530018392","55 to 59 years",189
"7605","484530018392","60 and 61 years",30
"7606","484530018392","62 to 64 years",12
"7607","484530018392","65 and 66 years",93
"7608","484530018392","67 to 69 years",0
"7609","484530018392","70 to 74 years",0
"7610","484530018392","75 to 79 years",52
"7611","484530018392","80 to 84 years",0
"7612","484530018392","85 years and over",63
"7613","484530018392","Under 5 years",407
"7614","484530018401","10 to 14 years",571
"7615","484530018401","15 to 17 years",539
"7616","484530018401","18 and 19 years",177
"7617","484530018401","20 years",22
"7618","484530018401","21 years",38
"7619","484530018401","22 to 24 years",379
"7620","484530018401","25 to 29 years",787
"7621","484530018401","30 to 34 years",989
"7622","484530018401","35 to 39 years",861
"7623","484530018401","40 to 44 years",506
"7624","484530018401","45 to 49 years",307
"7625","484530018401","5 to 9 years",697
"7626","484530018401","50 to 54 years",260
"7627","484530018401","55 to 59 years",372
"7628","484530018401","60 and 61 years",50
"7629","484530018401","62 to 64 years",180
"7630","484530018401","65 and 66 years",92
"7631","484530018401","67 to 69 years",16
"7632","484530018401","70 to 74 years",160
"7633","484530018401","75 to 79 years",30
"7634","484530018401","80 to 84 years",31
"7635","484530018401","85 years and over",0
"7636","484530018401","Under 5 years",524
"7637","484530018402","10 to 14 years",31
"7638","484530018402","15 to 17 years",11
"7639","484530018402","18 and 19 years",0
"7640","484530018402","20 years",0
"7641","484530018402","21 years",0
"7642","484530018402","22 to 24 years",24
"7643","484530018402","25 to 29 years",152
"7644","484530018402","30 to 34 years",171
"7645","484530018402","35 to 39 years",145
"7646","484530018402","40 to 44 years",52
"7647","484530018402","45 to 49 years",58
"7648","484530018402","5 to 9 years",56
"7649","484530018402","50 to 54 years",110
"7650","484530018402","55 to 59 years",133
"7651","484530018402","60 and 61 years",62
"7652","484530018402","62 to 64 years",0
"7653","484530018402","65 and 66 years",0
"7654","484530018402","67 to 69 years",68
"7655","484530018402","70 to 74 years",73
"7656","484530018402","75 to 79 years",0
"7657","484530018402","80 to 84 years",0
"7658","484530018402","85 years and over",0
"7659","484530018402","Under 5 years",110
"7660","484530018403","10 to 14 years",265
"7661","484530018403","15 to 17 years",149
"7662","484530018403","18 and 19 years",60
"7663","484530018403","20 years",0
"7664","484530018403","21 years",0
"7665","484530018403","22 to 24 years",51
"7666","484530018403","25 to 29 years",181
"7667","484530018403","30 to 34 years",140
"7668","484530018403","35 to 39 years",304
"7669","484530018403","40 to 44 years",363
"7670","484530018403","45 to 49 years",193
"7671","484530018403","5 to 9 years",133
"7672","484530018403","50 to 54 years",188
"7673","484530018403","55 to 59 years",203
"7674","484530018403","60 and 61 years",19
"7675","484530018403","62 to 64 years",99
"7676","484530018403","65 and 66 years",0
"7677","484530018403","67 to 69 years",17
"7678","484530018403","70 to 74 years",21
"7679","484530018403","75 to 79 years",99
"7680","484530018403","80 to 84 years",37
"7681","484530018403","85 years and over",9
"7682","484530018403","Under 5 years",319
"7683","484530018411","10 to 14 years",710
"7684","484530018411","15 to 17 years",689
"7685","484530018411","18 and 19 years",417
"7686","484530018411","20 years",0
"7687","484530018411","21 years",177
"7688","484530018411","22 to 24 years",291
"7689","484530018411","25 to 29 years",588
"7690","484530018411","30 to 34 years",845
"7691","484530018411","35 to 39 years",319
"7692","484530018411","40 to 44 years",822
"7693","484530018411","45 to 49 years",526
"7694","484530018411","5 to 9 years",396
"7695","484530018411","50 to 54 years",256
"7696","484530018411","55 to 59 years",336
"7697","484530018411","60 and 61 years",340
"7698","484530018411","62 to 64 years",183
"7699","484530018411","65 and 66 years",134
"7700","484530018411","67 to 69 years",21
"7701","484530018411","70 to 74 years",119
"7702","484530018411","75 to 79 years",16
"7703","484530018411","80 to 84 years",55
"7704","484530018411","85 years and over",71
"7705","484530018411","Under 5 years",623
"7706","484530018412","10 to 14 years",171
"7707","484530018412","15 to 17 years",207
"7708","484530018412","18 and 19 years",26
"7709","484530018412","20 years",0
"7710","484530018412","21 years",116
"7711","484530018412","22 to 24 years",58
"7712","484530018412","25 to 29 years",476
"7713","484530018412","30 to 34 years",233
"7714","484530018412","35 to 39 years",397
"7715","484530018412","40 to 44 years",153
"7716","484530018412","45 to 49 years",134
"7717","484530018412","5 to 9 years",149
"7718","484530018412","50 to 54 years",98
"7719","484530018412","55 to 59 years",143
"7720","484530018412","60 and 61 years",28
"7721","484530018412","62 to 64 years",106
"7722","484530018412","65 and 66 years",20
"7723","484530018412","67 to 69 years",21
"7724","484530018412","70 to 74 years",45
"7725","484530018412","75 to 79 years",46
"7726","484530018412","80 to 84 years",24
"7727","484530018412","85 years and over",0
"7728","484530018412","Under 5 years",192
"7729","484530018413","10 to 14 years",226
"7730","484530018413","15 to 17 years",46
"7731","484530018413","18 and 19 years",23
"7732","484530018413","20 years",39
"7733","484530018413","21 years",25
"7734","484530018413","22 to 24 years",82
"7735","484530018413","25 to 29 years",117
"7736","484530018413","30 to 34 years",187
"7737","484530018413","35 to 39 years",173
"7738","484530018413","40 to 44 years",239
"7739","484530018413","45 to 49 years",351
"7740","484530018413","5 to 9 years",291
"7741","484530018413","50 to 54 years",369
"7742","484530018413","55 to 59 years",209
"7743","484530018413","60 and 61 years",35
"7744","484530018413","62 to 64 years",82
"7745","484530018413","65 and 66 years",0
"7746","484530018413","67 to 69 years",62
"7747","484530018413","70 to 74 years",64
"7748","484530018413","75 to 79 years",31
"7749","484530018413","80 to 84 years",12
"7750","484530018413","85 years and over",21
"7751","484530018413","Under 5 years",121
"7752","484530018414","10 to 14 years",130
"7753","484530018414","15 to 17 years",180
"7754","484530018414","18 and 19 years",32
"7755","484530018414","20 years",26
"7756","484530018414","21 years",15
"7757","484530018414","22 to 24 years",65
"7758","484530018414","25 to 29 years",297
"7759","484530018414","30 to 34 years",273
"7760","484530018414","35 to 39 years",319
"7761","484530018414","40 to 44 years",142
"7762","484530018414","45 to 49 years",215
"7763","484530018414","5 to 9 years",217
"7764","484530018414","50 to 54 years",129
"7765","484530018414","55 to 59 years",426
"7766","484530018414","60 and 61 years",72
"7767","484530018414","62 to 64 years",206
"7768","484530018414","65 and 66 years",128
"7769","484530018414","67 to 69 years",28
"7770","484530018414","70 to 74 years",155
"7771","484530018414","75 to 79 years",104
"7772","484530018414","80 to 84 years",47
"7773","484530018414","85 years and over",47
"7774","484530018414","Under 5 years",407
"7775","484530018421","10 to 14 years",997
"7776","484530018421","15 to 17 years",409
"7777","484530018421","18 and 19 years",308
"7778","484530018421","20 years",226
"7779","484530018421","21 years",78
"7780","484530018421","22 to 24 years",398
"7781","484530018421","25 to 29 years",463
"7782","484530018421","30 to 34 years",953
"7783","484530018421","35 to 39 years",1050
"7784","484530018421","40 to 44 years",837
"7785","484530018421","45 to 49 years",551
"7786","484530018421","5 to 9 years",915
"7787","484530018421","50 to 54 years",458
"7788","484530018421","55 to 59 years",317
"7789","484530018421","60 and 61 years",52
"7790","484530018421","62 to 64 years",236
"7791","484530018421","65 and 66 years",115
"7792","484530018421","67 to 69 years",124
"7793","484530018421","70 to 74 years",97
"7794","484530018421","75 to 79 years",30
"7795","484530018421","80 to 84 years",101
"7796","484530018421","85 years and over",0
"7797","484530018421","Under 5 years",806
"7798","484530018422","10 to 14 years",407
"7799","484530018422","15 to 17 years",132
"7800","484530018422","18 and 19 years",81
"7801","484530018422","20 years",54
"7802","484530018422","21 years",13
"7803","484530018422","22 to 24 years",56
"7804","484530018422","25 to 29 years",39
"7805","484530018422","30 to 34 years",370
"7806","484530018422","35 to 39 years",270
"7807","484530018422","40 to 44 years",428
"7808","484530018422","45 to 49 years",142
"7809","484530018422","5 to 9 years",368
"7810","484530018422","50 to 54 years",189
"7811","484530018422","55 to 59 years",212
"7812","484530018422","60 and 61 years",38
"7813","484530018422","62 to 64 years",96
"7814","484530018422","65 and 66 years",34
"7815","484530018422","67 to 69 years",56
"7816","484530018422","70 to 74 years",75
"7817","484530018422","75 to 79 years",20
"7818","484530018422","80 to 84 years",37
"7819","484530018422","85 years and over",0
"7820","484530018422","Under 5 years",153
"7821","484530018431","10 to 14 years",44
"7822","484530018431","15 to 17 years",0
"7823","484530018431","18 and 19 years",13
"7824","484530018431","20 years",4
"7825","484530018431","21 years",4
"7826","484530018431","22 to 24 years",30
"7827","484530018431","25 to 29 years",86
"7828","484530018431","30 to 34 years",90
"7829","484530018431","35 to 39 years",112
"7830","484530018431","40 to 44 years",82
"7831","484530018431","45 to 49 years",87
"7832","484530018431","5 to 9 years",73
"7833","484530018431","50 to 54 years",57
"7834","484530018431","55 to 59 years",82
"7835","484530018431","60 and 61 years",34
"7836","484530018431","62 to 64 years",54
"7837","484530018431","65 and 66 years",67
"7838","484530018431","67 to 69 years",54
"7839","484530018431","70 to 74 years",44
"7840","484530018431","75 to 79 years",50
"7841","484530018431","80 to 84 years",0
"7842","484530018431","85 years and over",19
"7843","484530018431","Under 5 years",58
"7844","484530018432","10 to 14 years",46
"7845","484530018432","15 to 17 years",45
"7846","484530018432","18 and 19 years",31
"7847","484530018432","20 years",0
"7848","484530018432","21 years",9
"7849","484530018432","22 to 24 years",38
"7850","484530018432","25 to 29 years",91
"7851","484530018432","30 to 34 years",87
"7852","484530018432","35 to 39 years",138
"7853","484530018432","40 to 44 years",158
"7854","484530018432","45 to 49 years",99
"7855","484530018432","5 to 9 years",126
"7856","484530018432","50 to 54 years",117
"7857","484530018432","55 to 59 years",96
"7858","484530018432","60 and 61 years",45
"7859","484530018432","62 to 64 years",54
"7860","484530018432","65 and 66 years",71
"7861","484530018432","67 to 69 years",28
"7862","484530018432","70 to 74 years",34
"7863","484530018432","75 to 79 years",15
"7864","484530018432","80 to 84 years",5
"7865","484530018432","85 years and over",0
"7866","484530018432","Under 5 years",35
"7867","484530018441","10 to 14 years",28
"7868","484530018441","15 to 17 years",10
"7869","484530018441","18 and 19 years",9
"7870","484530018441","20 years",40
"7871","484530018441","21 years",29
"7872","484530018441","22 to 24 years",48
"7873","484530018441","25 to 29 years",299
"7874","484530018441","30 to 34 years",144
"7875","484530018441","35 to 39 years",165
"7876","484530018441","40 to 44 years",60
"7877","484530018441","45 to 49 years",31
"7878","484530018441","5 to 9 years",124
"7879","484530018441","50 to 54 years",48
"7880","484530018441","55 to 59 years",147
"7881","484530018441","60 and 61 years",52
"7882","484530018441","62 to 64 years",11
"7883","484530018441","65 and 66 years",50
"7884","484530018441","67 to 69 years",29
"7885","484530018441","70 to 74 years",32
"7886","484530018441","75 to 79 years",70
"7887","484530018441","80 to 84 years",27
"7888","484530018441","85 years and over",62
"7889","484530018441","Under 5 years",163
"7890","484530018442","10 to 14 years",86
"7891","484530018442","15 to 17 years",9
"7892","484530018442","18 and 19 years",7
"7893","484530018442","20 years",10
"7894","484530018442","21 years",6
"7895","484530018442","22 to 24 years",5
"7896","484530018442","25 to 29 years",340
"7897","484530018442","30 to 34 years",263
"7898","484530018442","35 to 39 years",205
"7899","484530018442","40 to 44 years",118
"7900","484530018442","45 to 49 years",36
"7901","484530018442","5 to 9 years",105
"7902","484530018442","50 to 54 years",52
"7903","484530018442","55 to 59 years",88
"7904","484530018442","60 and 61 years",47
"7905","484530018442","62 to 64 years",21
"7906","484530018442","65 and 66 years",19
"7907","484530018442","67 to 69 years",34
"7908","484530018442","70 to 74 years",26
"7909","484530018442","75 to 79 years",0
"7910","484530018442","80 to 84 years",0
"7911","484530018442","85 years and over",0
"7912","484530018442","Under 5 years",143
"7913","484530018443","10 to 14 years",27
"7914","484530018443","15 to 17 years",0
"7915","484530018443","18 and 19 years",3
"7916","484530018443","20 years",23
"7917","484530018443","21 years",0
"7918","484530018443","22 to 24 years",28
"7919","484530018443","25 to 29 years",28
"7920","484530018443","30 to 34 years",106
"7921","484530018443","35 to 39 years",57
"7922","484530018443","40 to 44 years",18
"7923","484530018443","45 to 49 years",48
"7924","484530018443","5 to 9 years",21
"7925","484530018443","50 to 54 years",30
"7926","484530018443","55 to 59 years",73
"7927","484530018443","60 and 61 years",0
"7928","484530018443","62 to 64 years",7
"7929","484530018443","65 and 66 years",10
"7930","484530018443","67 to 69 years",0
"7931","484530018443","70 to 74 years",33
"7932","484530018443","75 to 79 years",0
"7933","484530018443","80 to 84 years",0
"7934","484530018443","85 years and over",0
"7935","484530018443","Under 5 years",112
"7936","484530018451","10 to 14 years",63
"7937","484530018451","15 to 17 years",19
"7938","484530018451","18 and 19 years",55
"7939","484530018451","20 years",15
"7940","484530018451","21 years",40
"7941","484530018451","22 to 24 years",31
"7942","484530018451","25 to 29 years",194
"7943","484530018451","30 to 34 years",280
"7944","484530018451","35 to 39 years",102
"7945","484530018451","40 to 44 years",172
"7946","484530018451","45 to 49 years",166
"7947","484530018451","5 to 9 years",102
"7948","484530018451","50 to 54 years",129
"7949","484530018451","55 to 59 years",130
"7950","484530018451","60 and 61 years",85
"7951","484530018451","62 to 64 years",96
"7952","484530018451","65 and 66 years",59
"7953","484530018451","67 to 69 years",17
"7954","484530018451","70 to 74 years",64
"7955","484530018451","75 to 79 years",18
"7956","484530018451","80 to 84 years",43
"7957","484530018451","85 years and over",9
"7958","484530018451","Under 5 years",105
"7959","484530018452","10 to 14 years",61
"7960","484530018452","15 to 17 years",10
"7961","484530018452","18 and 19 years",18
"7962","484530018452","20 years",0
"7963","484530018452","21 years",0
"7964","484530018452","22 to 24 years",36
"7965","484530018452","25 to 29 years",68
"7966","484530018452","30 to 34 years",96
"7967","484530018452","35 to 39 years",37
"7968","484530018452","40 to 44 years",37
"7969","484530018452","45 to 49 years",29
"7970","484530018452","5 to 9 years",0
"7971","484530018452","50 to 54 years",47
"7972","484530018452","55 to 59 years",62
"7973","484530018452","60 and 61 years",29
"7974","484530018452","62 to 64 years",62
"7975","484530018452","65 and 66 years",43
"7976","484530018452","67 to 69 years",17
"7977","484530018452","70 to 74 years",43
"7978","484530018452","75 to 79 years",32
"7979","484530018452","80 to 84 years",27
"7980","484530018452","85 years and over",8
"7981","484530018452","Under 5 years",69
"7982","484530018461","10 to 14 years",12
"7983","484530018461","15 to 17 years",17
"7984","484530018461","18 and 19 years",15
"7985","484530018461","20 years",0
"7986","484530018461","21 years",0
"7987","484530018461","22 to 24 years",26
"7988","484530018461","25 to 29 years",1
"7989","484530018461","30 to 34 years",101
"7990","484530018461","35 to 39 years",153
"7991","484530018461","40 to 44 years",29
"7992","484530018461","45 to 49 years",24
"7993","484530018461","5 to 9 years",57
"7994","484530018461","50 to 54 years",62
"7995","484530018461","55 to 59 years",263
"7996","484530018461","60 and 61 years",53
"7997","484530018461","62 to 64 years",105
"7998","484530018461","65 and 66 years",42
"7999","484530018461","67 to 69 years",54
"8000","484530018461","70 to 74 years",60
"8001","484530018461","75 to 79 years",18
"8002","484530018461","80 to 84 years",19
"8003","484530018461","85 years and over",0
"8004","484530018461","Under 5 years",70
"8005","484530018462","10 to 14 years",84
"8006","484530018462","15 to 17 years",36
"8007","484530018462","18 and 19 years",8
"8008","484530018462","20 years",0
"8009","484530018462","21 years",0
"8010","484530018462","22 to 24 years",0
"8011","484530018462","25 to 29 years",94
"8012","484530018462","30 to 34 years",86
"8013","484530018462","35 to 39 years",73
"8014","484530018462","40 to 44 years",72
"8015","484530018462","45 to 49 years",59
"8016","484530018462","5 to 9 years",106
"8017","484530018462","50 to 54 years",196
"8018","484530018462","55 to 59 years",94
"8019","484530018462","60 and 61 years",59
"8020","484530018462","62 to 64 years",77
"8021","484530018462","65 and 66 years",60
"8022","484530018462","67 to 69 years",62
"8023","484530018462","70 to 74 years",39
"8024","484530018462","75 to 79 years",49
"8025","484530018462","80 to 84 years",20
"8026","484530018462","85 years and over",13
"8027","484530018462","Under 5 years",60
"8028","484530018471","10 to 14 years",49
"8029","484530018471","15 to 17 years",34
"8030","484530018471","18 and 19 years",30
"8031","484530018471","20 years",0
"8032","484530018471","21 years",0
"8033","484530018471","22 to 24 years",46
"8034","484530018471","25 to 29 years",232
"8035","484530018471","30 to 34 years",86
"8036","484530018471","35 to 39 years",205
"8037","484530018471","40 to 44 years",217
"8038","484530018471","45 to 49 years",75
"8039","484530018471","5 to 9 years",35
"8040","484530018471","50 to 54 years",135
"8041","484530018471","55 to 59 years",51
"8042","484530018471","60 and 61 years",42
"8043","484530018471","62 to 64 years",19
"8044","484530018471","65 and 66 years",0
"8045","484530018471","67 to 69 years",30
"8046","484530018471","70 to 74 years",60
"8047","484530018471","75 to 79 years",0
"8048","484530018471","80 to 84 years",19
"8049","484530018471","85 years and over",0
"8050","484530018471","Under 5 years",72
"8051","484530018472","10 to 14 years",247
"8052","484530018472","15 to 17 years",212
"8053","484530018472","18 and 19 years",131
"8054","484530018472","20 years",18
"8055","484530018472","21 years",31
"8056","484530018472","22 to 24 years",120
"8057","484530018472","25 to 29 years",590
"8058","484530018472","30 to 34 years",736
"8059","484530018472","35 to 39 years",483
"8060","484530018472","40 to 44 years",333
"8061","484530018472","45 to 49 years",253
"8062","484530018472","5 to 9 years",137
"8063","484530018472","50 to 54 years",255
"8064","484530018472","55 to 59 years",481
"8065","484530018472","60 and 61 years",210
"8066","484530018472","62 to 64 years",180
"8067","484530018472","65 and 66 years",46
"8068","484530018472","67 to 69 years",85
"8069","484530018472","70 to 74 years",142
"8070","484530018472","75 to 79 years",54
"8071","484530018472","80 to 84 years",34
"8072","484530018472","85 years and over",90
"8073","484530018472","Under 5 years",480
"8074","484530018481","10 to 14 years",36
"8075","484530018481","15 to 17 years",175
"8076","484530018481","18 and 19 years",0
"8077","484530018481","20 years",15
"8078","484530018481","21 years",0
"8079","484530018481","22 to 24 years",0
"8080","484530018481","25 to 29 years",97
"8081","484530018481","30 to 34 years",34
"8082","484530018481","35 to 39 years",72
"8083","484530018481","40 to 44 years",136
"8084","484530018481","45 to 49 years",73
"8085","484530018481","5 to 9 years",23
"8086","484530018481","50 to 54 years",15
"8087","484530018481","55 to 59 years",94
"8088","484530018481","60 and 61 years",35
"8089","484530018481","62 to 64 years",44
"8090","484530018481","65 and 66 years",15
"8091","484530018481","67 to 69 years",13
"8092","484530018481","70 to 74 years",37
"8093","484530018481","75 to 79 years",63
"8094","484530018481","80 to 84 years",49
"8095","484530018481","85 years and over",0
"8096","484530018481","Under 5 years",34
"8097","484530018482","10 to 14 years",18
"8098","484530018482","15 to 17 years",0
"8099","484530018482","18 and 19 years",0
"8100","484530018482","20 years",0
"8101","484530018482","21 years",0
"8102","484530018482","22 to 24 years",36
"8103","484530018482","25 to 29 years",78
"8104","484530018482","30 to 34 years",83
"8105","484530018482","35 to 39 years",38
"8106","484530018482","40 to 44 years",35
"8107","484530018482","45 to 49 years",97
"8108","484530018482","5 to 9 years",94
"8109","484530018482","50 to 54 years",15
"8110","484530018482","55 to 59 years",247
"8111","484530018482","60 and 61 years",0
"8112","484530018482","62 to 64 years",95
"8113","484530018482","65 and 66 years",36
"8114","484530018482","67 to 69 years",53
"8115","484530018482","70 to 74 years",56
"8116","484530018482","75 to 79 years",0
"8117","484530018482","80 to 84 years",0
"8118","484530018482","85 years and over",0
"8119","484530018482","Under 5 years",18
"8120","484530018483","10 to 14 years",93
"8121","484530018483","15 to 17 years",96
"8122","484530018483","18 and 19 years",35
"8123","484530018483","20 years",41
"8124","484530018483","21 years",0
"8125","484530018483","22 to 24 years",110
"8126","484530018483","25 to 29 years",422
"8127","484530018483","30 to 34 years",593
"8128","484530018483","35 to 39 years",329
"8129","484530018483","40 to 44 years",276
"8130","484530018483","45 to 49 years",155
"8131","484530018483","5 to 9 years",175
"8132","484530018483","50 to 54 years",47
"8133","484530018483","55 to 59 years",185
"8134","484530018483","60 and 61 years",115
"8135","484530018483","62 to 64 years",204
"8136","484530018483","65 and 66 years",98
"8137","484530018483","67 to 69 years",141
"8138","484530018483","70 to 74 years",56
"8139","484530018483","75 to 79 years",0
"8140","484530018483","80 to 84 years",0
"8141","484530018483","85 years and over",0
"8142","484530018483","Under 5 years",143
"8143","484530018491","10 to 14 years",23
"8144","484530018491","15 to 17 years",0
"8145","484530018491","18 and 19 years",27
"8146","484530018491","20 years",0
"8147","484530018491","21 years",95
"8148","484530018491","22 to 24 years",341
"8149","484530018491","25 to 29 years",1057
"8150","484530018491","30 to 34 years",873
"8151","484530018491","35 to 39 years",394
"8152","484530018491","40 to 44 years",181
"8153","484530018491","45 to 49 years",327
"8154","484530018491","5 to 9 years",20
"8155","484530018491","50 to 54 years",81
"8156","484530018491","55 to 59 years",38
"8157","484530018491","60 and 61 years",121
"8158","484530018491","62 to 64 years",32
"8159","484530018491","65 and 66 years",0
"8160","484530018491","67 to 69 years",0
"8161","484530018491","70 to 74 years",0
"8162","484530018491","75 to 79 years",0
"8163","484530018491","80 to 84 years",0
"8164","484530018491","85 years and over",10
"8165","484530018491","Under 5 years",28
"8166","484530018492","10 to 14 years",21
"8167","484530018492","15 to 17 years",0
"8168","484530018492","18 and 19 years",0
"8169","484530018492","20 years",0
"8170","484530018492","21 years",0
"8171","484530018492","22 to 24 years",213
"8172","484530018492","25 to 29 years",72
"8173","484530018492","30 to 34 years",257
"8174","484530018492","35 to 39 years",66
"8175","484530018492","40 to 44 years",100
"8176","484530018492","45 to 49 years",57
"8177","484530018492","5 to 9 years",66
"8178","484530018492","50 to 54 years",47
"8179","484530018492","55 to 59 years",0
"8180","484530018492","60 and 61 years",11
"8181","484530018492","62 to 64 years",58
"8182","484530018492","65 and 66 years",10
"8183","484530018492","67 to 69 years",107
"8184","484530018492","70 to 74 years",0
"8185","484530018492","75 to 79 years",0
"8186","484530018492","80 to 84 years",0
"8187","484530018492","85 years and over",0
"8188","484530018492","Under 5 years",67
"8189","484530018493","10 to 14 years",114
"8190","484530018493","15 to 17 years",0
"8191","484530018493","18 and 19 years",0
"8192","484530018493","20 years",0
"8193","484530018493","21 years",13
"8194","484530018493","22 to 24 years",215
"8195","484530018493","25 to 29 years",339
"8196","484530018493","30 to 34 years",66
"8197","484530018493","35 to 39 years",100
"8198","484530018493","40 to 44 years",61
"8199","484530018493","45 to 49 years",23
"8200","484530018493","5 to 9 years",0
"8201","484530018493","50 to 54 years",0
"8202","484530018493","55 to 59 years",57
"8203","484530018493","60 and 61 years",37
"8204","484530018493","62 to 64 years",0
"8205","484530018493","65 and 66 years",0
"8206","484530018493","67 to 69 years",5
"8207","484530018493","70 to 74 years",4
"8208","484530018493","75 to 79 years",0
"8209","484530018493","80 to 84 years",0
"8210","484530018493","85 years and over",0
"8211","484530018493","Under 5 years",61
"8212","484530018494","10 to 14 years",0
"8213","484530018494","15 to 17 years",22
"8214","484530018494","18 and 19 years",0
"8215","484530018494","20 years",62
"8216","484530018494","21 years",21
"8217","484530018494","22 to 24 years",89
"8218","484530018494","25 to 29 years",258
"8219","484530018494","30 to 34 years",408
"8220","484530018494","35 to 39 years",166
"8221","484530018494","40 to 44 years",105
"8222","484530018494","45 to 49 years",44
"8223","484530018494","5 to 9 years",60
